method,method_pretty,pert,method_family,DA200_PB,DA200_OpPert,DA200_PSI,DA200_min,DA200_max,DA50_PB,DA50_OpPert,DA50_PSI,DA50_min,DA50_max,DA20_PB,DA20_OpPert,DA20_PSI,DA20_min,DA20_max,Cos200_PB,Cos200_OpPert,Cos200_PSI,Cos200_min,Cos200_max,Cos_all_PB,Cos_all_OpPert,Cos_all_PSI,Cos_all_min,Cos_all_max,Pearson20_PB,Pearson20_OpPert,Pearson20_PSI,Pearson20_min,Pearson20_max,DEGrecall20_PB,DEGrecall20_OpPert,DEGrecall20_PSI,DEGrecall20_min,DEGrecall20_max,MSE20_PB,MSE20_OpPert,MSE20_PSI,MSE20_min,MSE20_max
OpPert_norman_s1,OpPert s1,CEBPB+CEBPE,OpPert,0.785,0.86,0.07499999999999996,0.785,0.86,0.7,0.92,0.22000000000000008,0.7,0.92,0.5,0.95,0.44999999999999996,0.5,0.95,0.37393115701409985,0.6543188640596602,0.2803877070455604,0.37393115701409985,0.6543188640596602,0.3632474824346659,0.5972678558112078,0.23402037337654186,0.3632474824346659,0.5972678558112078,-0.2129398476087983,0.8631467226307217,1.07608657023952,-0.2129398476087983,0.8631467226307217,0.2,0.15,0.05000000000000002,0.15,0.2,20.016925811767578,0.3952544331550598,19.62167137861252,0.3952544331550598,20.016925811767578
OpPert_norman_s1,OpPert s1,CEBPB+MAPK1,OpPert,0.78,0.96,0.17999999999999994,0.78,0.96,0.68,0.92,0.24,0.68,0.92,0.65,1.0,0.35,0.65,1.0,0.4222191034471836,0.8556328464422587,0.43341374299507507,0.4222191034471836,0.8556328464422587,0.36242962090693065,0.7936696615401667,0.43124004063323607,0.36242962090693065,0.7936696615401667,-0.662238084345374,0.8878003744660644,1.5500384588114384,-0.662238084345374,0.8878003744660644,0.15,0.35,0.19999999999999998,0.15,0.35,18.563447952270508,0.09376665949821472,18.469681292772293,0.09376665949821472,18.563447952270508
OpPert_norman_s1,OpPert s1,CEBPE+ETS2,OpPert,0.75,0.75,0.0,0.75,0.75,0.6,0.66,0.06000000000000005,0.6,0.66,0.5,0.5,0.0,0.5,0.5,0.29792263642797606,0.3813056741005789,0.08338303767260286,0.29792263642797606,0.3813056741005789,0.2914312378485616,0.40481437603671805,0.11338313818815643,0.2914312378485616,0.40481437603671805,-0.5251121624364036,-0.6077323164190811,0.08262015398267752,-0.6077323164190811,-0.5251121624364036,0.2,0.15,0.05000000000000002,0.15,0.2,20.723861694335938,1.0764824151992798,19.647379279136658,1.0764824151992798,20.723861694335938
OpPert_norman_s1,OpPert s1,CEBPE+ZC3HAV1,OpPert,0.7,0.555,0.1449999999999999,0.555,0.7,0.5,0.44,0.06,0.44,0.5,0.35,0.25,0.09999999999999998,0.25,0.35,0.17183553926738657,-0.01186350722796477,0.18369904649535135,-0.01186350722796477,0.17183553926738657,0.20331778356742658,0.06306339729719525,0.14025438627023135,0.06306339729719525,0.20331778356742658,-0.16570358930445747,-0.5265561899488973,0.3608526006444398,-0.5265561899488973,-0.16570358930445747,0.15,0.15,0.0,0.15,0.15,20.607011795043945,0.6622971892356873,19.944714605808258,0.6622971892356873,20.607011795043945
OpPert_norman_s1,OpPert s1,DUSP9+SNAI1,OpPert,0.835,0.975,0.14,0.835,0.975,0.76,0.96,0.19999999999999996,0.76,0.96,0.55,0.95,0.3999999999999999,0.55,0.95,0.5025924736071833,0.9115544739975532,0.4089620003903699,0.5025924736071833,0.9115544739975532,0.42252690900928325,0.8266143341194983,0.404087425110215,0.42252690900928325,0.8266143341194983,-0.4634237082004834,0.8920646164888717,1.3554883246893552,-0.4634237082004834,0.8920646164888717,0.1,0.45,0.35,0.1,0.45,18.826763153076172,0.15900090336799622,18.667762249708176,0.15900090336799622,18.826763153076172
OpPert_norman_s1,OpPert s1,FEV+MAP7D1,OpPert,0.745,0.73,0.015000000000000013,0.73,0.745,0.62,0.74,0.12,0.62,0.74,0.4,0.75,0.35,0.4,0.75,0.2861097933839975,0.6070605672617844,0.32095077387778687,0.2861097933839975,0.6070605672617844,0.26828256885574336,0.4595654134696119,0.19128284461386852,0.26828256885574336,0.4595654134696119,-0.5579170841323432,0.576454403007438,1.1343714871397812,-0.5579170841323432,0.576454403007438,0.1,0.3,0.19999999999999998,0.1,0.3,20.35993766784668,0.43687954545021057,19.92305812239647,0.43687954545021057,20.35993766784668
OpPert_norman_s1,OpPert s1,FOSB+UBASH3B,OpPert,0.705,0.84,0.135,0.705,0.84,0.52,0.74,0.21999999999999997,0.52,0.74,0.4,0.65,0.25,0.4,0.65,0.17556310546002366,0.6232356030349763,0.44767249757495264,0.17556310546002366,0.6232356030349763,0.22148831513337938,0.537006623435203,0.3155183083018236,0.22148831513337938,0.537006623435203,-0.7822718728554228,0.20842679202933387,0.9906986648847567,-0.7822718728554228,0.20842679202933387,0.1,0.25,0.15,0.1,0.25,19.410442352294922,0.39841097593307495,19.012031376361847,0.39841097593307495,19.410442352294922
OpPert_norman_s1,OpPert s1,FOXA3+FOXL2,OpPert,0.805,0.96,0.15499999999999992,0.805,0.96,0.78,0.96,0.17999999999999994,0.78,0.96,0.55,0.95,0.3999999999999999,0.55,0.95,0.4402870780326057,0.8972340700736164,0.45694699204101075,0.4402870780326057,0.8972340700736164,0.39522304061897484,0.82611171103371,0.4308886704147351,0.39522304061897484,0.82611171103371,-0.32228773160480884,0.9137109035483691,1.235998635153178,-0.32228773160480884,0.9137109035483691,0.15,0.5,0.35,0.15,0.5,19.65511703491211,0.23013237118721008,19.4249846637249,0.23013237118721008,19.65511703491211
OpPert_norman_s1,OpPert s1,FOXL2+POU3F2,OpPert,0.8,0.98,0.17999999999999994,0.8,0.98,0.78,0.98,0.19999999999999996,0.78,0.98,0.55,1.0,0.44999999999999996,0.55,1.0,0.4101789432569095,0.934017059166343,0.5238381159094335,0.4101789432569095,0.934017059166343,0.3689019009327883,0.8155700561141627,0.44666815518137437,0.3689019009327883,0.8155700561141627,-0.15404219591069243,0.9565058715223932,1.1105480674330857,-0.15404219591069243,0.9565058715223932,0.15,0.5,0.35,0.15,0.5,19.22039222717285,0.07089779525995255,19.1494944319129,0.07089779525995255,19.22039222717285
OpPert_norman_s1,OpPert s1,MAP2K6+SPI1,OpPert,0.675,0.775,0.09999999999999998,0.675,0.775,0.6,0.78,0.18000000000000005,0.6,0.78,0.7,0.65,0.04999999999999993,0.65,0.7,0.04853107890859889,0.48764411501985144,0.4391130361112526,0.04853107890859889,0.48764411501985144,0.08116324641722675,0.34888083257405816,0.2677175861568314,0.08116324641722675,0.34888083257405816,-0.38257486998754264,0.22769269604983566,0.6102675660373783,-0.38257486998754264,0.22769269604983566,0.15,0.2,0.05000000000000002,0.15,0.2,18.317716598510742,0.17145228385925293,18.14626431465149,0.17145228385925293,18.317716598510742
OpPert_norman_s1,OpPert s1,PTPN12+UBASH3A,OpPert,0.77,0.945,0.17499999999999993,0.77,0.945,0.68,0.96,0.2799999999999999,0.68,0.96,0.45,1.0,0.55,0.45,1.0,0.3773385273324171,0.8819489955308618,0.5046104681984447,0.3773385273324171,0.8819489955308618,0.3305394911431294,0.7679309139773631,0.4373914228342337,0.3305394911431294,0.7679309139773631,-0.728325352358277,0.8730345047564171,1.601359857114694,-0.728325352358277,0.8730345047564171,0.1,0.55,0.45000000000000007,0.1,0.55,19.085655212402344,0.1380915492773056,18.947563663125038,0.1380915492773056,19.085655212402344
OpPert_norman_s1,OpPert s1,PTPN12+UBASH3B,OpPert,0.755,0.955,0.19999999999999996,0.755,0.955,0.7,0.96,0.26,0.7,0.96,0.4,1.0,0.6,0.4,1.0,0.3318251220128036,0.9014662287412611,0.5696411067284575,0.3318251220128036,0.9014662287412611,0.3104633158418251,0.7918483962487136,0.4813850804068885,0.3104633158418251,0.7918483962487136,-0.7122105222855959,0.9152864691382376,1.6274969914238335,-0.7122105222855959,0.9152864691382376,0.1,0.65,0.55,0.1,0.65,19.13275146484375,0.09110890328884125,19.04164256155491,0.09110890328884125,19.13275146484375
